AGI	WT-1_count	WT-2_count	#5-1_count	#5-2_count	WT-1_FPKM	WT-2_FPKM	#5-1_FPKM	#5-2_FPKM	WT_mean-FPKM	#5_mean-FPKM	log2 (FC)	P Value	FDR	Name	Annotation
AT3G02677	1	1	0	0	0.096	0.091	0	0	0.0935	0.001	-6.54689446	0.517070858	0.919300743	AT3G02677	uncharacterized protein
AT3G02680	62	84	111	103	1.543	1.986	2.466	2.342	1.7645	2.404	0.446177466	0.533925719	0.927462522	NBS1	nijmegen breakage syndrome 1
AT3G02690	995	1070	1191	1282	32.739	33.449	34.985	38.552	33.094	36.7685	0.151900644	0.617355565	0.958075431	AT3G02690	nodulin MtN21 /EamA-like transporter family protein
AT3G02700	354	473	600	642	15.71	19.943	23.771	26.039	17.8265	24.905	0.482411935	0.210058275	0.651725746	AT3G02700	NC domain-containing protein-like protein
AT3G02710	349	421	670	691	9.154	10.491	15.689	16.564	9.8225	16.1265	0.715271191	0.008730886	0.082759664	AT3G02710	ARM repeat superfamily protein
AT3G02720	1346	1352	1499	1503	41.499	39.602	41.259	42.351	40.5505	41.805	0.0439558	0.218004231	0.661975167	DJ1D	Class I glutamine amidotransferase-like superfamily protein
AT3G02730	8049	9114	7042	7111	409.484	440.505	319.822	330.622	424.9945	325.222	-0.386019318	0.00000123	0.0000646	TRXF1	thioredoxin F-type 1
AT3G02740	394	490	464	480	10.601	12.509	11.167	11.88	11.555	11.5235	-0.003938291	0.220183431	0.665191985	AT3G02740	Eukaryotic aspartyl protease family protein
AT3G02750	1053	963	1014	1061	18.132	15.821	15.653	16.735	16.9765	16.194	-0.06807967	0.088278511	0.403233569	AT3G02750	Protein phosphatase 2C family protein
AT3G02760	796	974	1298	1285	12.082	14.098	17.656	18.079	13.09	17.8675	0.448872691	0.189595627	0.619652046	AT3G02760	Class II aaRS and biotin synthetases superfamily protein
AT3G02770	337	352	318	362	17.108	16.977	14.412	16.795	17.0425	15.6035	-0.127267309	0.091871496	0.413617887	AT3G02770	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase
AT3G02780	1545	1600	1972	1815	39.217	38.584	44.686	42.386	38.9005	43.536	0.162420163	0.630587477	0.958433792	IPP2	isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2
AT3G02790	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G02790	zinc finger (C2H2 type) family protein
AT3G02800	91	79	96	77	3.738	3.083	3.52	2.89	3.4105	3.205	-0.089658906	0.386039931	0.846635176	PFA-DSP3	Tyrosine phosphatase family protein
AT3G02810	0	0	6	5	0	0	0.111	0.094	0.001	0.1025	6.6794801	0.063719767	0.331014557	AT3G02810	Protein kinase superfamily protein
AT3G02820	77	104	111	117	3.408	4.337	4.385	4.664	3.8725	4.5245	0.224493131	0.997443127	0.999031528	AT3G02820	zinc knuckle (CCHC-type) family protein
AT3G02830	1862	1727	1351	1296	51.711	45.484	33.489	32.847	48.5975	33.168	-0.551090078	0.0000021	0.000101011	ZFN1	zinc finger protein 1
AT3G02840	765	718	917	716	28.717	25.606	30.73	24.564	27.1615	27.647	0.025559786	0.323734104	0.790339179	AT3G02840	ARM repeat superfamily protein
AT3G02850	15	12	8	15	0.259	0.223	0.123	0.285	0.241	0.204	-0.240463994	0.513349769	0.919300743	SKOR	STELAR K+ outward rectifier
AT3G02860	271	263	330	301	9.592	8.83	10.589	9.911	9.211	10.25	0.154194212	0.653443418	0.958433792	AT3G02860	zinc ion binding protein
AT3G02870	1515	1186	969	867	56.398	41.936	32.229	29.514	49.167	30.8715	-0.671414747	0.0000265	0.000841118	VTC4	Inositol monophosphatase family protein
AT3G02875	112	95	110	107	3.112	2.497	2.742	2.717	2.8045	2.7295	-0.039106886	0.404809418	0.856949672	ILR1	Peptidase M20/M25/M40 family protein
AT3G02880	1508	1364	1951	1346	28.482	24.476	32.896	23.234	26.479	28.065	0.083923421	0.52102225	0.920248393	AT3G02880	Leucine-rich repeat protein kinase family protein
AT3G02885	1	2	34	19	0.059	0.106	1.687	0.965	0.0825	1.326	4.006542846	0.001351389	0.020016265	GASA5	GAST1 protein homolog 5
AT3G02890	304	323	288	308	3.967	4.034	3.346	3.626	4.0005	3.486	-0.198607756	0.052832123	0.29433396	AT3G02890	RING/FYVE/PHD zinc finger superfamily protein
AT3G02900	390	426	434	438	21.96	22.789	21.816	22.54	22.3745	22.178	-0.012726173	0.202431702	0.640136787	AT3G02900	Low-density receptor-like protein
AT3G02910	452	540	471	555	19.571	22.213	18.206	21.962	20.892	20.084	-0.056903979	0.153022969	0.554695653	AT3G02910	AIG2-like (avirulence induced gene) family protein
AT3G02920	113	140	225	222	4.027	5.051	7.62	7.346	4.539	7.483	0.721242287	0.067094339	0.340840177	RPA32B	Replication protein A, subunit RPA32
AT3G02930	98	147	182	202	1.505	2.134	2.571	3.014	1.8195	2.7925	0.61801523	0.292666423	0.757549122	AT3G02930	weak chloroplast movement under blue light protein (DUF827)
AT3G02940	3	1	2	3	0.114	0.036	0.068	0.104	0.075	0.086	0.197446064	0.982950152	0.996308721	MYB107	myb domain protein 107
AT3G02950	183	169	256	264	6.832	5.994	8.517	9.008	6.413	8.7625	0.450343132	0.376095091	0.837743374	THO7	Tho complex subunit 7/Mft1p
AT3G02960	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G02960	Heavy metal transport/detoxification superfamily protein
AT3G02970	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	EXL6	EXORDIUM like 6
AT3G02975	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G02975	uncharacterized protein
AT3G02980	26	24	24	40	0.888	0.844	0.814	1.332	0.866	1.073	0.309211146	0.980384461	0.995839337	MCC1	MEIOTIC CONTROL OF CROSSOVERS1
AT3G02990	55	50	61	97	1.365	1.179	1.352	2.2	1.272	1.776	0.481532911	0.577139722	0.937305832	HSFA1E	heat shock transcription factor A1E
AT3G03000	210	221	292	277	10.706	10.704	13.29	12.906	10.705	13.098	0.29106174	0.785345277	0.966194613	AT3G03000	EF hand calcium-binding protein family
AT3G03010	160	171	208	179	7.804	7.991	9.207	8.023	7.8975	8.615	0.125454764	0.666611234	0.958433792	AT3G03010	Peptidyl-tRNA hydrolase II (PTH2) family protein
AT3G03020	358	409	529	370	24.002	25.734	31.777	22.712	24.868	27.2445	0.13167453	0.658854525	0.958433792	AT3G03020	uncharacterized protein
AT3G03030	189	202	276	178	4.879	4.945	6.338	4.188	4.912	5.263	0.099574834	0.68092323	0.958433792	AT3G03030	F-box/RNI-like superfamily protein
AT3G03040	309	427	615	563	7.563	9.929	13.438	12.594	8.746	13.016	0.573590903	0.104009552	0.446039489	AT3G03040	F-box/RNI-like superfamily protein
AT3G03050	1139	1226	1422	1185	12.737	13.025	14.196	12.111	12.881	13.1535	0.030202136	0.245017884	0.701541761	CSLD3	cellulose synthase-like D3
AT3G03060	98	122	373	368	1.965	2.325	6.678	6.745	2.145	6.7115	1.645657593	8.42E-09	0.000000884	AT3G03060	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G03070	1419	1464	1817	1808	87.388	85.656	99.895	101.759	86.522	100.827	0.220743104	0.950431293	0.989597066	AT3G03070	NADH-ubiquinone oxidoreductase-like protein
AT3G03080	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03080	Zinc-binding dehydrogenase family protein
AT3G03090	196	218	289	286	4.527	4.784	5.959	6.037	4.6555	5.998	0.365545401	0.547328702	0.934843275	VGT1	vacuolar glucose transporter 1
AT3G03100	1494	1713	2227	2169	91.654	99.84	121.966	121.609	95.747	121.7875	0.347066876	0.401625858	0.855416576	AT3G03100	NADH:ubiquinone oxidoreductase, 17.2kDa subunit
AT3G03110	326	389	550	465	4.212	4.775	6.344	5.491	4.4935	5.9175	0.397148199	0.411472107	0.862670605	XPO1B	exportin 1B
AT3G03120	108	125	170	145	3.928	4.329	5.51	4.809	4.1285	5.1595	0.321613558	0.736682285	0.960983015	ARFB1C	ADP-ribosylation factor B1C
AT3G03130	159	195	275	247	3.95	4.603	6.099	5.608	4.2765	5.8535	0.452868977	0.360887487	0.825152895	AT3G03130	lisH domain-like protein
AT3G03140	148	143	225	220	2.206	2.025	2.994	2.997	2.1155	2.9955	0.501798148	0.295132186	0.759187209	AT3G03140	Tudor/PWWP/MBT superfamily protein
AT3G03150	3200	3005	3266	2991	177.682	158.52	161.893	151.78	168.101	156.8365	-0.100066955	0.035697929	0.227476228	AT3G03150	uncharacterized protein
AT3G03160	473	434	492	481	22.991	20.041	21.349	21.367	21.516	21.358	-0.010633337	0.229203033	0.678874642	AT3G03160	B-cell receptor-associated-like protein
AT3G03170	43	39	49	43	2.399	2.067	2.44	2.192	2.233	2.316	0.052652002	0.710647549	0.958433792	AT3G03170	uncharacterized protein
AT3G03180	55	60	56	81	2.853	2.911	2.578	3.782	2.882	3.18	0.14195643	0.842844061	0.97286683	AT3G03180	Got1/Sft2-like vescicle transport protein family
AT3G03190	278	154	160	160	14.27	7.538	7.316	7.516	10.904	7.416	-0.556144318	0.03191477	0.210601161	GSTF11	glutathione S-transferase F11
AT3G03200	25	33	25	32	0.433	0.531	0.391	0.501	0.482	0.446	-0.111989436	0.538062298	0.929220088	NAC045	NAC domain containing protein 45
AT3G03210	81	102	124	98	2.42	2.895	3.307	2.675	2.6575	2.991	0.170558219	0.870529387	0.977154914	AT3G03210	Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein
AT3G03220	270	174	229	222	8.983	5.5	6.801	6.75	7.2415	6.7755	-0.095961153	0.299660421	0.765824533	EXPA13	expansin A13
AT3G03230	0	0	0	3	0	0	0	0.118	0.001	0.059	5.882643049	0.579230293	0.937305832	AT3G03230	alpha/beta-Hydrolases superfamily protein
AT3G03240	0	4	1	0	0	0.143	0.034	0	0.0715	0.017	-2.072408496	0.492706657	0.911859165	AT3G03240	alpha/beta-Hydrolases superfamily protein
AT3G03250	3464	3191	4181	3745	82.682	72.341	89.112	81.671	77.5115	85.3915	0.139682097	0.575482076	0.937305832	UGP1	UDP-GLUCOSE PYROPHOSPHORYLASE 1
AT3G03260	11	24	44	49	0.209	0.444	0.745	0.865	0.3265	0.805	1.301905791	0.078848564	0.376230324	HDG8	homeodomain GLABROUS 8
AT3G03270	255	233	481	390	10.776	9.385	17.648	14.464	10.0805	16.056	0.671545322	0.038340629	0.237979868	AT3G03270	Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G03272	0	0	1	0	0	0	0.055	0	0.001	0.0275	4.781359714	0.825441365	0.966194613	AT3G03272	prolamin-like protein (DUF1278)
AT3G03280	4	7	5	15	0.198	0.33	0.221	0.679	0.264	0.45	0.769387072	0.64884629	0.958433792	AT3G03280	uncharacterized protein
AT3G03290	0	0	1	3	0	0	0.043	0.131	0.001	0.087	6.442943496	0.388581045	0.846635176	AT3G03290	Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G03300	454	540	521	543	5.377	6.171	5.475	5.98	5.774	5.7275	-0.011665554	0.19939503	0.634948892	DCL2	dicer-like 2
AT3G03305	317	335	381	415	6.1	6.125	6.545	7.299	6.1125	6.922	0.179426381	0.804674649	0.966194613	AT3G03305	Calcineurin-like metallo-phosphoesterase superfamily protein
AT3G03310	226	176	211	198	6.167	4.563	5.14	4.938	5.365	5.039	-0.090440715	0.254829292	0.714205587	LCAT3	lecithin:cholesterol acyltransferase 3
AT3G03320	119	104	154	129	5.35	4.442	6.181	5.283	4.896	5.732	0.227435052	0.999242115	0.999621503	AT3G03320	RNA-binding ASCH domain protein
AT3G03330	263	291	401	382	9.796	10.297	13.334	13.018	10.0465	13.176	0.391219477	0.432554075	0.877178428	AT3G03330	NAD(P)-binding Rossmann-fold superfamily protein
AT3G03340	512	505	619	673	14.262	13.39	15.42	17.161	13.826	16.2905	0.236647054	0.979354451	0.995592007	UNE6	LUC7 related protein
AT3G03341	208	34	24	13	17.693	2.748	1.822	1.011	10.2205	1.4165	-2.85106327	0.0000786	0.002017418	AT3G03341	cold-regulated protein
AT3G03350	13	19	22	24	0.474	0.606	0.659	0.812	0.54	0.7355	0.445765934	0.782135217	0.966194613	AT3G03350	NAD(P)-binding Rossmann-fold superfamily protein
AT3G03360	86	54	86	64	2.567	1.532	2.292	1.746	2.0495	2.019	-0.021631079	0.57064681	0.937305832	AT3G03360	F-box/RNI-like superfamily protein
AT3G03370	16	15	14	13	0.737	0.655	0.575	0.546	0.696	0.5605	-0.312372933	0.489552702	0.909847403	AT3G03370	uncharacterized protein
AT3G03380	1326	1614	2541	2691	17.137	19.876	29.337	31.835	18.5065	30.586	0.724839371	0.001011653	0.015951929	DEG7	DegP protease 7
AT3G03400	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03400	EF hand calcium-binding protein family
AT3G03405	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03405	F-box associated ubiquitination effector family protein
AT3G03410	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03410	EF hand calcium-binding protein family
AT3G03420	139	195	315	313	5.677	7.571	11.475	11.692	6.624	11.5835	0.806296657	0.022238121	0.163646326	AT3G03420	Ku70-binding family protein
AT3G03430	0	0	1	1	0	0	0.06	0.062	0.001	0.061	5.930737338	0.653537529	0.958433792	AT3G03430	Calcium-binding EF-hand family protein
AT3G03440	93	69	86	99	2.634	1.856	2.174	2.562	2.245	2.368	0.076953636	0.68302186	0.958433792	AT3G03440	ARM repeat superfamily protein
AT3G03450	36	40	24	53	0.746	0.787	0.444	1.003	0.7665	0.7235	-0.083292775	0.589659788	0.943187282	RGL2	RGA-like 2
AT3G03460	64	55	57	82	2.364	1.93	1.879	2.768	2.147	2.3235	0.113977454	0.782258352	0.966194613	AT3G03460	mediator of RNA polymerase II transcription subunit-like protein
AT3G03470	305	365	498	534	7.637	8.683	11.132	12.22	8.16	11.676	0.516905059	0.145466908	0.540023087	CYP89A9	cytochrome P450, family 87, subfamily A, polypeptide 9
AT3G03480	15	26	24	26	0.452	0.744	0.645	0.716	0.598	0.6805	0.186449677	0.952301806	0.989845113	CHAT	acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase
AT3G03490	198	208	278	268	8.112	8.096	10.167	10.034	8.104	10.1005	0.317720633	0.701331974	0.958433792	PEX19-1	peroxin 19-1
AT3G03500	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03500	TatD related DNase
AT3G03510	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03510	Phototropic-responsive NPH3 family protein
AT3G03520	239	153	228	222	6.126	3.735	5.219	5.2	4.9305	5.2095	0.079410954	0.633920287	0.958433792	NPC3	non-specific phospholipase C3
AT3G03530	5	9	10	5	0.124	0.213	0.222	0.114	0.1685	0.168	-0.004287358	0.842468316	0.97286683	NPC4	non-specific phospholipase C4
AT3G03540	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	NPC5	non-specific phospholipase C5
AT3G03550	253	214	298	291	7.428	5.969	7.811	7.808	6.6985	7.8095	0.221392115	0.967397269	0.992515024	AT3G03550	RING/U-box superfamily protein
AT3G03560	261	320	386	406	6.302	7.34	8.32	8.959	6.821	8.6395	0.340964558	0.593059904	0.944840106	AT3G03560	uncharacterized protein
AT3G03570	304	374	422	388	6.273	7.332	7.773	7.317	6.8025	7.545	0.149455849	0.707163194	0.958433792	AT3G03570	signal transducer, putative (DUF3550/UPF0682)
AT3G03580	42	54	119	167	0.691	0.844	1.747	2.51	0.7675	2.1285	1.471598435	0.001217389	0.018504155	AT3G03580	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G03590	87	74	114	87	4.216	3.407	4.932	3.853	3.8115	4.3925	0.20468341	0.946556401	0.988576274	AT3G03590	SWIB/MDM2 domain superfamily protein
AT3G03600	306	393	586	552	12.666	15.455	21.654	20.882	14.0605	21.268	0.597036473	0.065894938	0.337253551	RPS2	ribosomal protein S2
AT3G03610	156	159	215	218	5.735	5.546	7.041	7.308	5.6405	7.1745	0.347055237	0.63746831	0.958433792	AT3G03610	ELMO/CED-12 family protein
AT3G03620	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03620	MATE efflux family protein
AT3G03630	326	420	1042	1059	9.025	11.046	25.751	26.792	10.0355	26.2715	1.388386077	3.02E-10	4.64E-08	CS26	cysteine synthase 26
AT3G03640	320	270	453	466	8.698	6.972	10.992	11.576	7.835	11.284	0.526273391	0.197067745	0.63170071	BGLU25	beta glucosidase 25
AT3G03650	1	0	2	2	0.025	0	0.045	0.046	0.0125	0.0455	1.86393845	0.568552459	0.937305832	EDA5	Exostosin family protein
AT3G03660	0	0	5	3	0	0	0.194	0.1	0.001	0.147	7.199672345	0.136325096	0.520274176	WOX11	WUSCHEL related homeobox 11
AT3G03670	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03670	Peroxidase superfamily protein
AT3G03680	360	382	380	370	4.872	4.911	4.591	4.576	4.8915	4.5835	-0.093827268	0.101768881	0.440397239	AT3G03680	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
AT3G03690	145	137	165	175	4.794	4.296	4.855	5.275	4.545	5.065	0.156281975	0.796695226	0.966194613	UNE7	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
AT3G03700	13	14	26	19	0.363	0.376	0.664	0.497	0.3695	0.5805	0.651721703	0.585805565	0.941110962	AT3G03700	Plasma-membrane choline transporter family protein
AT3G03710	1275	1595	2480	2509	18.438	21.91	32.02	33.162	20.174	32.591	0.691976457	0.002519589	0.032431671	RIF10	polyribonucleotide nucleotidyltransferase
AT3G03720	563	560	638	646	11.166	10.551	11.296	11.709	10.8585	11.5025	0.083122634	0.409383711	0.860857639	CAT4	cationic amino acid transporter 4
AT3G03726	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03726	F-box/kelch-repeat protein, putative (DUF295)
AT3G03730	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03730	F-box/kelch-repeat protein, putative (DUF295)
AT3G03740	677	717	832	746	9.308	9.372	10.21	9.377	9.34	9.7935	0.068401992	0.351461765	0.816844452	BPM4	BTB-POZ and MATH domain 4
AT3G03750	78	57	49	55	2.172	1.496	1.222	1.394	1.834	1.308	-0.487631098	0.098523542	0.431994799	SDG20	SET domain protein 20
AT3G03760	1	0	0	0	0.045	0	0	0	0.0225	0.001	-4.491853096	0.713849304	0.958433792	LBD20	LOB domain-containing protein 20
AT3G03770	874	650	799	615	14.624	10.394	11.947	9.467	12.509	10.707	-0.224412154	0.070804305	0.352765316	AT3G03770	Leucine-rich repeat protein kinase family protein
AT3G03773	81	93	83	117	3.43	3.758	3.129	4.49	3.594	3.8095	0.084011246	0.711347482	0.958433792	AT3G03773	HSP20-like chaperones superfamily protein
AT3G03776	6	4	14	11	0.373	0.262	1.05	0.663	0.3175	0.8565	1.431696654	0.358493302	0.82190888	AT3G03776	hydroxyproline-rich glycoprotein family protein
AT3G03780	9468	6301	6562	5402	171.151	108.05	106.361	89.186	139.6005	97.7735	-0.513788706	0.002525468	0.032471307	MS2	methionine synthase 2
AT3G03790	736	705	811	773	8.246	7.506	8.173	8.016	7.876	8.0945	0.039478856	0.243642984	0.699331643	AT3G03790	ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein
AT3G03800	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	SYP131	syntaxin of plants 131
AT3G03810	213	261	291	310	3.456	4.007	4.229	4.62	3.7315	4.4245	0.245758743	0.97154059	0.993393044	EDA30	O-fucosyltransferase family protein
AT3G03820	32	36	59	36	2.02	2.159	3.325	2.077	2.0895	2.701	0.370335881	0.783819238	0.966194613	SAUR29	SAUR-like auxin-responsive protein family
AT3G03826	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03826	uncharacterized protein
AT3G03828	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03828	uncharacterized protein
AT3G03830	11	20	13	9	0.899	1.553	0.948	0.672	1.226	0.81	-0.597965166	0.337614948	0.802518828	SAUR28	SAUR-like auxin-responsive protein family
AT3G03840	48	48	31	15	3.154	2.997	1.819	0.901	3.0755	1.36	-1.177214324	0.015415135	0.125854997	SAUR27	SAUR-like auxin-responsive protein family
AT3G03847	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT3G03847	SAUR-like auxin-responsive protein family
AT3G03850	45	41	39	22	3.032	2.625	2.346	1.355	2.8285	1.8505	-0.612122035	0.129733443	0.505148097	SAUR26	SAUR-like auxin-responsive protein family
AT3G03860	582	588	596	578	16.659	15.99	15.23	15.12	16.3245	15.175	-0.105342288	0.059244379	0.3154668	APRL5	APR-like 5
AT3G03870	522	488	238	217	16.55	14.767	6.65	6.369	15.6585	6.5095	-1.266327379	4.08E-12	1.05E-09	AT3G03870	uncharacterized protein
AT3G03880	221	257	282	299	9	9.944	10.252	11.129	9.472	10.6905	0.174588344	0.8088321	0.966194613	AT3G03880	sterol O-acyltransferase, putative (DUF1639)
AT3G03890	829	901	1041	997	25.349	27.297	28.254	27.779	26.323	28.0165	0.089952816	0.517361738	0.919300743	AT3G03890	FMN binding protein
AT3G03900	115	89	86	87	4.81	3.537	3.214	3.328	4.1735	3.271	-0.351526011	0.104363022	0.446706088	APK3	adenosine-5'-phosphosulfate (APS) kinase 3
AT3G03910	1	2	7	8	0.042	0.059	0.26	0.228	0.0505	0.244	2.272525855	0.19993592	0.635829174	GDH3	glutamate dehydrogenase 3
AT3G03920	706	861	1737	1555	36.38	42.151	79.905	73.231	39.2655	76.568	0.963479306	0.00000956	0.000360078	AT3G03920	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1 protein
AT3G03930	0	0	3	2	0	0	0.13	0.088	0.001	0.109	6.768184325	0.293992766	0.757600511	AT3G03930	kinase-like protein
AT3G03940	1226	1471	1764	1830	18.66	21.271	23.968	25.455	19.9655	24.7115	0.307673383	0.598943432	0.948228175	AT3G03940	Protein kinase family protein
AT3G03950	389	396	665	708	10.191	9.797	15.848	17.231	9.994	16.5395	0.726781498	0.011625433	0.102646331	ECT1	evolutionarily conserved C-terminal region 1
AT3G03960	1274	1325	1872	1853	27.469	27.142	36.033	36.514	27.3055	36.2735	0.409724382	0.215371938	0.658609373	AT3G03960	TCP-1/cpn60 chaperonin family protein
AT3G03970	91	112	128	129	2.018	2.352	2.589	2.604	2.185	2.5965	0.248934946	0.985109634	0.996910005	AT3G03970	ARM repeat superfamily protein
AT3G03980	288	211	312	326	12.618	8.783	12.203	13.053	10.7005	12.628	0.238947955	0.984779703	0.99686139	AT3G03980	NAD(P)-binding Rossmann-fold superfamily protein
AT3G03990	620	799	683	840	17.929	21.951	17.632	22.2	19.94	19.916	-0.001737489	0.258578951	0.719241834	AT3G03990	alpha/beta-Hydrolases superfamily protein
AT3G04000	85	103	55	43	3.095	3.555	1.78	1.44	3.325	1.61	-1.046293652	0.00099633	0.015774656	AT3G04000	NAD(P)-binding Rossmann-fold superfamily protein
AT3G04010	100	67	143	98	1.918	1.225	2.452	1.713	1.5715	2.0825	0.406174223	0.66324779	0.958433792	AT3G04010	O-Glycosyl hydrolases family 17 protein
AT3G04020	66	70	172	154	2.64	2.605	6.184	5.786	2.6225	5.985	1.190408474	0.003749587	0.043979855	AT3G04020	uncharacterized protein
AT3G04030	33	51	48	57	0.963	1.521	1.495	1.592	1.242	1.5435	0.313540309	0.989244577	0.997682533	MYR2	Homeodomain-like superfamily protein
AT3G04040	31	33	16	22	1.567	1.585	0.722	1.016	1.576	0.869	-0.858839453	0.074559972	0.36423947	AT3G04040	uncharacterized protein
AT3G04050	6	12	9	12	0.163	0.311	0.219	0.299	0.237	0.259	0.128065039	0.919341284	0.986425089	AT3G04050	Pyruvate kinase family protein
AT3G04060	23	23	68	86	0.723	0.687	1.908	2.471	0.705	2.1895	1.634906287	0.003632052	0.04293855	NAC046	NAC domain containing protein 46
